eed9621b-6412-4f4b-a166-758882cc7a4c;2024-01-25T06:59:00Z;3096.5;3096.5;3096.5;3096.5;1444;
eed9621b-6412-4f4b-a166-758882cc7a4c;2024-01-25T07:00:00Z;3096.5;3083.5;3099;3079;2156;
eed9621b-6412-4f4b-a166-758882cc7a4c;2024-01-25T07:01:00Z;3087.5;3081.5;3087.5;3080.5;262;
eed9621b-6412-4f4b-a166-758882cc7a4c;2024-01-25T07:02:00Z;3081.5;3079.5;3081.5;3077.5;616;
eed9621b-6412-4f4b-a166-758882cc7a4c;2024-01-25T07:03:00Z;3079;3073;3079;3071;1343;
eed9621b-6412-4f4b-a166-758882cc7a4c;2024-01-25T07:04:00Z;3073;3069;3073;3069;1536;
eed9621b-6412-4f4b-a166-758882cc7a4c;2024-01-25T07:05:00Z;3069;3068.5;3069.5;3066.5;738;
eed9621b-6412-4f4b-a166-758882cc7a4c;2024-01-25T07:06:00Z;3067.5;3057.5;3068.5;3051;8772;
eed9621b-6412-4f4b-a166-758882cc7a4c;2024-01-25T07:07:00Z;3057;3053.5;3062;3052;1972;
eed9621b-6412-4f4b-a166-758882cc7a4c;2024-01-25T07:08:00Z;3053;3059;3059;3052;865;
eed9621b-6412-4f4b-a166-758882cc7a4c;2024-01-25T07:09:00Z;3058.5;3062;3064;3058;1655;
eed9621b-6412-4f4b-a166-758882cc7a4c;2024-01-25T07:10:00Z;3062;3064.5;3065;3062;624;
eed9621b-6412-4f4b-a166-758882cc7a4c;2024-01-25T07:11:00Z;3064.5;3067.5;3067.5;3064;483;
eed9621b-6412-4f4b-a166-758882cc7a4c;2024-01-25T07:12:00Z;3067;3058;3067;3056;3163;
eed9621b-6412-4f4b-a166-758882cc7a4c;2024-01-25T07:13:00Z;3057.5;3060;3061.5;3056.5;848;
eed9621b-6412-4f4b-a166-758882cc7a4c;2024-01-25T07:14:00Z;3058.5;3061;3062.5;3058;594;
eed9621b-6412-4f4b-a166-758882cc7a4c;2024-01-25T07:15:00Z;3060.5;3065.5;3066;3060;675;
eed9621b-6412-4f4b-a166-758882cc7a4c;2024-01-25T07:16:00Z;3065.5;3061;3065.5;3061;402;
eed9621b-6412-4f4b-a166-758882cc7a4c;2024-01-25T07:17:00Z;3061;3060.5;3061;3060;103;
eed9621b-6412-4f4b-a166-758882cc7a4c;2024-01-25T07:18:00Z;3060.5;3060;3061;3060;462;
eed9621b-6412-4f4b-a166-758882cc7a4c;2024-01-25T07:19:00Z;3060.5;3056;3060.5;3056;1099;
eed9621b-6412-4f4b-a166-758882cc7a4c;2024-01-25T07:20:00Z;3056;3060;3060;3055.5;630;
eed9621b-6412-4f4b-a166-758882cc7a4c;2024-01-25T07:21:00Z;3059;3061;3061;3059;318;
eed9621b-6412-4f4b-a166-758882cc7a4c;2024-01-25T07:22:00Z;3060.5;3062;3062;3060;199;
eed9621b-6412-4f4b-a166-758882cc7a4c;2024-01-25T07:23:00Z;3062;3058;3062;3055;1346;
eed9621b-6412-4f4b-a166-758882cc7a4c;2024-01-25T07:24:00Z;3057.5;3060;3060;3057;219;
eed9621b-6412-4f4b-a166-758882cc7a4c;2024-01-25T07:25:00Z;3059.5;3059.5;3060;3058;332;
eed9621b-6412-4f4b-a166-758882cc7a4c;2024-01-25T07:26:00Z;3059.5;3060;3060;3059.5;129;
eed9621b-6412-4f4b-a166-758882cc7a4c;2024-01-25T07:27:00Z;3059.5;3060.5;3061.5;3059.5;233;
eed9621b-6412-4f4b-a166-758882cc7a4c;2024-01-25T07:28:00Z;3060.5;3061;3061.5;3060.5;155;
eed9621b-6412-4f4b-a166-758882cc7a4c;2024-01-25T07:29:00Z;3060.5;3058.5;3062;3058.5;844;
eed9621b-6412-4f4b-a166-758882cc7a4c;2024-01-25T07:30:00Z;3058.5;3059.5;3060;3057;529;
eed9621b-6412-4f4b-a166-758882cc7a4c;2024-01-25T07:31:00Z;3058.5;3061;3062;3058.5;463;
eed9621b-6412-4f4b-a166-758882cc7a4c;2024-01-25T07:32:00Z;3061;3061;3062;3060;588;
eed9621b-6412-4f4b-a166-758882cc7a4c;2024-01-25T07:33:00Z;3061;3060;3062;3059.5;256;
eed9621b-6412-4f4b-a166-758882cc7a4c;2024-01-25T07:34:00Z;3060;3061;3062.5;3060;564;
eed9621b-6412-4f4b-a166-758882cc7a4c;2024-01-25T07:35:00Z;3061;3058.5;3061.5;3058.5;502;
eed9621b-6412-4f4b-a166-758882cc7a4c;2024-01-25T07:36:00Z;3058;3057.5;3059.5;3057;446;
eed9621b-6412-4f4b-a166-758882cc7a4c;2024-01-25T07:37:00Z;3057;3052.5;3057;3052;1937;
eed9621b-6412-4f4b-a166-758882cc7a4c;2024-01-25T07:38:00Z;3052.5;3051.5;3055.5;3051;2865;
eed9621b-6412-4f4b-a166-758882cc7a4c;2024-01-25T07:39:00Z;3051.5;3051;3052;3051;1849;
eed9621b-6412-4f4b-a166-758882cc7a4c;2024-01-25T07:40:00Z;3051;3051.5;3052.5;3050;3217;
eed9621b-6412-4f4b-a166-758882cc7a4c;2024-01-25T07:41:00Z;3051;3051.5;3052;3051;619;
eed9621b-6412-4f4b-a166-758882cc7a4c;2024-01-25T07:42:00Z;3051;3048.5;3051.5;3044.5;4753;
eed9621b-6412-4f4b-a166-758882cc7a4c;2024-01-25T07:43:00Z;3048.5;3039;3049;3037.5;3984;
eed9621b-6412-4f4b-a166-758882cc7a4c;2024-01-25T07:44:00Z;3038.5;3042;3044.5;3037.5;1542;
eed9621b-6412-4f4b-a166-758882cc7a4c;2024-01-25T07:45:00Z;3042.5;3049;3049.5;3040.5;1750;
eed9621b-6412-4f4b-a166-758882cc7a4c;2024-01-25T07:46:00Z;3048;3048.5;3050;3045;880;
eed9621b-6412-4f4b-a166-758882cc7a4c;2024-01-25T07:47:00Z;3047;3047.5;3048;3045;599;
eed9621b-6412-4f4b-a166-758882cc7a4c;2024-01-25T07:48:00Z;3046.5;3048;3048.5;3045.5;661;
eed9621b-6412-4f4b-a166-758882cc7a4c;2024-01-25T07:49:00Z;3047.5;3049.5;3050;3046.5;2362;
eed9621b-6412-4f4b-a166-758882cc7a4c;2024-01-25T07:50:00Z;3048.5;3046;3049.5;3045;1963;
eed9621b-6412-4f4b-a166-758882cc7a4c;2024-01-25T07:51:00Z;3045;3046;3046;3045;390;
eed9621b-6412-4f4b-a166-758882cc7a4c;2024-01-25T07:52:00Z;3045.5;3050;3050;3045.5;948;
eed9621b-6412-4f4b-a166-758882cc7a4c;2024-01-25T07:53:00Z;3049.5;3049;3050;3048;313;
eed9621b-6412-4f4b-a166-758882cc7a4c;2024-01-25T07:54:00Z;3048.5;3051;3053;3048;1850;
eed9621b-6412-4f4b-a166-758882cc7a4c;2024-01-25T07:55:00Z;3050.5;3052;3052.5;3050;157;
eed9621b-6412-4f4b-a166-758882cc7a4c;2024-01-25T07:56:00Z;3051;3051.5;3051.5;3049;331;
eed9621b-6412-4f4b-a166-758882cc7a4c;2024-01-25T07:57:00Z;3050;3051.5;3052;3049.5;167;
eed9621b-6412-4f4b-a166-758882cc7a4c;2024-01-25T07:58:00Z;3051.5;3052;3052;3051;283;
eed9621b-6412-4f4b-a166-758882cc7a4c;2024-01-25T07:59:00Z;3052;3053.5;3054;3052;303;
eed9621b-6412-4f4b-a166-758882cc7a4c;2024-01-25T08:00:00Z;3053.5;3055;3055;3053.5;829;
eed9621b-6412-4f4b-a166-758882cc7a4c;2024-01-25T08:01:00Z;3054.5;3054.5;3055;3054;353;
eed9621b-6412-4f4b-a166-758882cc7a4c;2024-01-25T08:02:00Z;3054.5;3054;3055;3054;569;
eed9621b-6412-4f4b-a166-758882cc7a4c;2024-01-25T08:03:00Z;3054;3054.5;3055;3052.5;224;
eed9621b-6412-4f4b-a166-758882cc7a4c;2024-01-25T08:04:00Z;3053.5;3054.5;3054.5;3053;366;
eed9621b-6412-4f4b-a166-758882cc7a4c;2024-01-25T08:05:00Z;3054;3055;3055;3054;246;
eed9621b-6412-4f4b-a166-758882cc7a4c;2024-01-25T08:06:00Z;3054;3052.5;3054.5;3052;283;
eed9621b-6412-4f4b-a166-758882cc7a4c;2024-01-25T08:07:00Z;3052;3052;3053;3051.5;220;
eed9621b-6412-4f4b-a166-758882cc7a4c;2024-01-25T08:08:00Z;3052;3052.5;3052.5;3051.5;154;
eed9621b-6412-4f4b-a166-758882cc7a4c;2024-01-25T08:09:00Z;3051.5;3051;3052.5;3051;210;
eed9621b-6412-4f4b-a166-758882cc7a4c;2024-01-25T08:10:00Z;3051;3052;3052;3051;103;
eed9621b-6412-4f4b-a166-758882cc7a4c;2024-01-25T08:11:00Z;3051.5;3051;3052;3051;439;
eed9621b-6412-4f4b-a166-758882cc7a4c;2024-01-25T08:12:00Z;3051;3052;3052.5;3051;340;
eed9621b-6412-4f4b-a166-758882cc7a4c;2024-01-25T08:13:00Z;3051.5;3051;3052.5;3051;83;
eed9621b-6412-4f4b-a166-758882cc7a4c;2024-01-25T08:14:00Z;3051;3052.5;3054;3050;1770;
eed9621b-6412-4f4b-a166-758882cc7a4c;2024-01-25T08:15:00Z;3050.5;3051;3052.5;3050.5;130;
eed9621b-6412-4f4b-a166-758882cc7a4c;2024-01-25T08:16:00Z;3051;3050.5;3051.5;3050.5;178;
eed9621b-6412-4f4b-a166-758882cc7a4c;2024-01-25T08:17:00Z;3050.5;3050;3051.5;3050;778;
eed9621b-6412-4f4b-a166-758882cc7a4c;2024-01-25T08:18:00Z;3050;3049.5;3050;3048;304;
eed9621b-6412-4f4b-a166-758882cc7a4c;2024-01-25T08:19:00Z;3048;3046.5;3050;3046;1053;
eed9621b-6412-4f4b-a166-758882cc7a4c;2024-01-25T08:20:00Z;3046.5;3047;3047;3045.5;485;
eed9621b-6412-4f4b-a166-758882cc7a4c;2024-01-25T08:21:00Z;3047;3050;3050;3046.5;380;
eed9621b-6412-4f4b-a166-758882cc7a4c;2024-01-25T08:22:00Z;3049.5;3049;3050;3048;367;
eed9621b-6412-4f4b-a166-758882cc7a4c;2024-01-25T08:23:00Z;3048;3047.5;3049.5;3046;247;
eed9621b-6412-4f4b-a166-758882cc7a4c;2024-01-25T08:24:00Z;3047.5;3048;3048.5;3046.5;279;
eed9621b-6412-4f4b-a166-758882cc7a4c;2024-01-25T08:25:00Z;3047.5;3046.5;3048.5;3046.5;295;
eed9621b-6412-4f4b-a166-758882cc7a4c;2024-01-25T08:26:00Z;3046;3046.5;3047.5;3046;195;
eed9621b-6412-4f4b-a166-758882cc7a4c;2024-01-25T08:27:00Z;3047;3046;3047;3046;276;
eed9621b-6412-4f4b-a166-758882cc7a4c;2024-01-25T08:28:00Z;3046;3048;3049;3046;692;
eed9621b-6412-4f4b-a166-758882cc7a4c;2024-01-25T08:29:00Z;3047.5;3047.5;3049.5;3047.5;430;
eed9621b-6412-4f4b-a166-758882cc7a4c;2024-01-25T08:30:00Z;3047.5;3049;3049;3047;147;
eed9621b-6412-4f4b-a166-758882cc7a4c;2024-01-25T08:31:00Z;3048.5;3049;3049;3048;283;
eed9621b-6412-4f4b-a166-758882cc7a4c;2024-01-25T08:32:00Z;3048;3049;3049;3047.5;273;
eed9621b-6412-4f4b-a166-758882cc7a4c;2024-01-25T08:33:00Z;3048;3047;3048.5;3045.5;775;
eed9621b-6412-4f4b-a166-758882cc7a4c;2024-01-25T08:34:00Z;3047;3048.5;3048.5;3046.5;169;
eed9621b-6412-4f4b-a166-758882cc7a4c;2024-01-25T08:35:00Z;3047.5;3047.5;3048.5;3046.5;357;
eed9621b-6412-4f4b-a166-758882cc7a4c;2024-01-25T08:36:00Z;3047;3047.5;3047.5;3045;1372;
eed9621b-6412-4f4b-a166-758882cc7a4c;2024-01-25T08:37:00Z;3046.5;3046;3047;3045;676;
eed9621b-6412-4f4b-a166-758882cc7a4c;2024-01-25T08:38:00Z;3045.5;3046;3047;3045.5;202;
eed9621b-6412-4f4b-a166-758882cc7a4c;2024-01-25T08:39:00Z;3045.5;3047;3047;3045.5;113;
eed9621b-6412-4f4b-a166-758882cc7a4c;2024-01-25T08:40:00Z;3047;3045;3047;3045;529;
eed9621b-6412-4f4b-a166-758882cc7a4c;2024-01-25T08:41:00Z;3045;3045.5;3045.5;3045;514;
eed9621b-6412-4f4b-a166-758882cc7a4c;2024-01-25T08:42:00Z;3045;3045.5;3045.5;3045;2265;
eed9621b-6412-4f4b-a166-758882cc7a4c;2024-01-25T08:43:00Z;3045;3045.5;3045.5;3045;785;
eed9621b-6412-4f4b-a166-758882cc7a4c;2024-01-25T08:44:00Z;3045.5;3045.5;3046.5;3045;1097;
eed9621b-6412-4f4b-a166-758882cc7a4c;2024-01-25T08:45:00Z;3045;3045.5;3046;3045;415;
eed9621b-6412-4f4b-a166-758882cc7a4c;2024-01-25T08:46:00Z;3046;3046.5;3046.5;3045.5;213;
eed9621b-6412-4f4b-a166-758882cc7a4c;2024-01-25T08:47:00Z;3046;3046;3046.5;3046;133;
eed9621b-6412-4f4b-a166-758882cc7a4c;2024-01-25T08:48:00Z;3046;3046;3046.5;3046;180;
eed9621b-6412-4f4b-a166-758882cc7a4c;2024-01-25T08:49:00Z;3046;3046.5;3046.5;3046;131;
eed9621b-6412-4f4b-a166-758882cc7a4c;2024-01-25T08:50:00Z;3046;3045.5;3046.5;3045;442;
eed9621b-6412-4f4b-a166-758882cc7a4c;2024-01-25T08:51:00Z;3045;3047;3047;3045;272;
eed9621b-6412-4f4b-a166-758882cc7a4c;2024-01-25T08:52:00Z;3046.5;3047;3047;3046.5;302;
eed9621b-6412-4f4b-a166-758882cc7a4c;2024-01-25T08:53:00Z;3046.5;3048.5;3049;3046.5;709;
eed9621b-6412-4f4b-a166-758882cc7a4c;2024-01-25T08:54:00Z;3048;3045;3048;3045;4210;
eed9621b-6412-4f4b-a166-758882cc7a4c;2024-01-25T08:55:00Z;3045.5;3046.5;3048;3045;7349;
eed9621b-6412-4f4b-a166-758882cc7a4c;2024-01-25T08:56:00Z;3045.5;3044.5;3046.5;3042.5;1616;
eed9621b-6412-4f4b-a166-758882cc7a4c;2024-01-25T08:57:00Z;3043.5;3043.5;3044.5;3043;231;
eed9621b-6412-4f4b-a166-758882cc7a4c;2024-01-25T08:58:00Z;3043.5;3043.5;3044.5;3043;210;
eed9621b-6412-4f4b-a166-758882cc7a4c;2024-01-25T08:59:00Z;3043.5;3044.5;3044.5;3043.5;53;
eed9621b-6412-4f4b-a166-758882cc7a4c;2024-01-25T09:00:00Z;3044;3045;3045;3044;91;
eed9621b-6412-4f4b-a166-758882cc7a4c;2024-01-25T09:01:00Z;3044.5;3045;3045;3043.5;88;
eed9621b-6412-4f4b-a166-758882cc7a4c;2024-01-25T09:02:00Z;3044.5;3040;3045;3040;4117;
eed9621b-6412-4f4b-a166-758882cc7a4c;2024-01-25T09:03:00Z;3040;3041;3042.5;3040;430;
eed9621b-6412-4f4b-a166-758882cc7a4c;2024-01-25T09:04:00Z;3040.5;3041.5;3041.5;3040.5;186;
eed9621b-6412-4f4b-a166-758882cc7a4c;2024-01-25T09:05:00Z;3040.5;3041;3041.5;3040;230;
eed9621b-6412-4f4b-a166-758882cc7a4c;2024-01-25T09:06:00Z;3040.5;3043;3045;3040;1568;
eed9621b-6412-4f4b-a166-758882cc7a4c;2024-01-25T09:07:00Z;3043;3041;3044;3041;108;
eed9621b-6412-4f4b-a166-758882cc7a4c;2024-01-25T09:08:00Z;3041;3044.5;3044.5;3041;208;
